dataset,filename,HBOS,CBLOF,LOF,COPOD,PCC,AutoEncoder (AE),DenoisingAutoEncoder (DAE),RobustPCA,Random Black Forest (RR),Torsk,Avg Ens.
settings_five,synthetic_batch_187.out,0.123522,4.752426,1.109001,0.131701,0.312282,0.234542,0.229697,0.117871,0.245757,22.408582,29.665381
settings_five,synthetic_batch_188.out,0.123974,4.883782,1.106183,0.131864,0.312332,0.239176,0.228577,0.165821,0.234714,23.635569,31.061992
settings_five,synthetic_batch_189.out,0.124103,4.773088,1.130114,0.133313,0.315689,0.232479,0.232501,0.198385,0.232257,23.740104,31.112032999999997
settings_five,synthetic_batch_190.out,0.123846,4.634025,1.10009,0.132235,0.298053,0.233346,0.28288,0.213285,0.242859,23.211111,30.47173
settings_five,synthetic_batch_191.out,0.132337,4.977529,1.099286,0.129749,0.3125,0.232502,0.259159,0.215633,0.23303,24.376542,31.968267
settings_five,synthetic_batch_192.out,0.127221,4.693782,1.275608,0.129849,0.279665,0.235542,0.230462,0.169941,0.226628,24.875617,32.244315
settings_five,synthetic_batch_193.out,0.123129,5.066163,1.298281,0.131662,0.296353,0.234537,0.231413,0.275817,0.259298,24.37406,32.290713
settings_five,synthetic_batch_194.out,0.126993,4.586379,1.125914,0.130052,0.311688,0.235368,0.231313,0.201334,0.234267,23.826827,31.010135000000002
settings_five,synthetic_batch_195.out,0.124362,4.863324,1.178585,0.132792,0.315537,0.232826,0.234938,0.201036,0.241962,23.635033,31.160395
settings_five,synthetic_batch_196.out,0.124065,4.935777,1.136682,0.134089,0.307209,0.237993,0.234597,0.195821,0.238053,25.109812,32.654098000000005
settings_five,synthetic_batch_197.out,0.123378,4.691188,1.116721,0.13222,0.292929,0.237311,0.231833,0.26425,0.251201,20.653034,27.994065000000003
settings_five,synthetic_batch_198.out,0.123989,4.740492,1.116082,0.13512,0.312032,0.236091,0.352617,0.185443,0.238869,24.654143,32.094878
settings_five,synthetic_batch_199.out,0.123703,4.422598,1.152878,0.131757,0.293607,0.232395,0.277071,0.216788,0.218951,24.153181,31.222929
settings_five,synthetic_batch_200.out,0.123111,4.624564,1.200007,0.132127,0.290836,0.231695,0.233453,0.270799,0.238391,23.409457,30.75444
settings_five,synthetic_batch_201.out,0.123276,4.60507,1.117242,0.129925,,,,,,,5.975513
settings_five,synthetic_batch_202.out,0.128901,4.747179,1.126764,0.131721,0.309749,0.238311,0.27503,0.224348,0.223889,21.928204,29.334096000000002
settings_five,synthetic_batch_203.out,0.122868,5.093865,1.123349,0.158325,0.293516,0.232084,0.373836,0.204221,0.196467,23.24012,31.038651
settings_five,synthetic_batch_204.out,0.124511,5.099015,1.124346,0.130099,0.334817,0.320222,0.605991,0.202498,0.217808,25.526354,33.685661
settings_five,synthetic_batch_205.out,0.123074,4.664312,1.122915,0.133963,0.301755,0.243461,0.39189,0.266717,0.225625,23.713272,31.186984
settings_five,synthetic_batch_206.out,0.121045,5.022853,1.123233,0.130441,0.297059,0.237024,0.237825,0.196795,0.192324,23.391969,30.950568
settings_five,synthetic_batch_207.out,0.120174,4.795954,1.132376,0.143776,0.304908,0.241485,0.233791,0.241409,0.197417,22.302861,29.714151
settings_five,synthetic_batch_208.out,0.120505,4.678615,1.142673,0.1368,0.301995,0.241742,0.24126,0.181389,0.246884,22.92827,30.220133
settings_five,synthetic_batch_209.out,0.119938,4.950427,1.130967,0.136921,0.286626,0.248595,0.237045,0.165461,0.192793,22.098087,29.56686
settings_five,synthetic_batch_210.out,0.119936,4.683662,1.124912,0.136896,,,,,,,6.065405999999999
settings_five,synthetic_batch_211.out,0.12536,6.066394,1.155396,0.159462,0.294247,0.237991,0.239371,0.195803,0.184215,23.482302,32.140541
settings_five,synthetic_batch_212.out,0.119219,5.54058,1.133565,0.134478,0.299629,0.242293,0.242354,0.22945,0.184015,23.182357,31.307940000000002
settings_five,synthetic_batch_213.out,0.120053,4.95437,1.113854,0.156156,0.279416,0.233611,0.254663,0.27485,0.185362,22.812875,30.385209999999997
settings_five,synthetic_batch_214.out,0.119281,5.201888,1.122794,0.210166,0.295048,0.268767,0.233953,0.169759,0.185906,21.25244,29.060002
settings_five,synthetic_batch_215.out,0.120948,4.359341,1.123436,0.302036,0.296393,0.233198,0.245666,0.182568,0.188036,23.68873,30.740352
settings_five,synthetic_batch_216.out,0.119945,4.498072,1.125107,0.560618,0.301852,0.231024,0.240267,0.19282,0.184401,25.51423,32.968336
settings_five,synthetic_batch_217.out,0.11893,5.405479,1.126765,0.349839,0.286641,0.235737,0.242685,0.197162,0.18987,22.155244,30.308352
settings_five,synthetic_batch_218.out,0.119875,5.038232,1.120421,0.250411,0.29787,0.234597,0.241966,0.200216,0.186964,24.86914,32.559692
settings_five,synthetic_batch_219.out,0.120539,4.693533,1.147049,0.136919,0.292713,0.234726,0.235656,0.181291,0.183531,22.084053,29.310010000000002
settings_five,synthetic_batch_220.out,0.119514,4.792739,1.124127,0.138582,0.324976,0.232323,0.232907,0.210406,0.184301,22.106713,29.466587999999998
settings_five,synthetic_batch_221.out,0.120155,5.348964,1.128554,0.130503,0.292786,0.241801,0.249006,0.218017,0.182032,24.023091,31.934909
settings_five,synthetic_batch_222.out,0.119554,4.619104,1.139725,0.131044,,,,,,,6.0094270000000005
settings_five,synthetic_batch_223.out,0.119588,4.928599,1.109396,0.132517,0.296148,0.234688,0.248845,0.214654,0.269019,20.82424,28.377694
settings_five,synthetic_batch_224.out,0.120709,4.274209,1.116939,0.136365,0.312867,0.233843,0.246045,0.183332,0.186686,23.677385,30.48838
settings_five,synthetic_batch_225.out,0.119301,4.993219,1.172079,0.133279,0.294468,0.241554,0.235488,0.29558,0.185982,23.834127,31.505077
settings_five,synthetic_batch_226.out,0.119671,5.018042,1.141406,0.135538,0.347831,0.239067,0.250883,0.154257,0.18696,24.492482,32.086137
settings_five,synthetic_batch_227.out,0.1192,4.935378,1.124746,0.133878,0.290275,0.231809,0.248084,0.238923,0.187931,23.747995,31.258219
settings_five,synthetic_batch_228.out,0.123711,4.148904,1.132071,0.130955,0.284696,0.235801,0.232709,0.269224,0.249695,23.381411,30.189177
settings_five,synthetic_batch_229.out,0.11922,4.388155,1.130235,0.130083,0.307548,0.237506,0.235214,0.207066,0.243963,23.721672,30.720662
settings_five,synthetic_batch_230.out,0.120467,4.851049,1.121502,0.130627,0.288763,0.233811,0.273333,0.237295,0.206025,22.935142,30.398014
settings_five,synthetic_batch_231.out,0.118971,4.626949,1.115681,0.130132,0.282771,0.237037,0.498691,0.164659,0.202618,21.376662,28.754171
settings_five,synthetic_batch_232.out,0.12196,4.736828,1.119449,0.131458,0.28852,0.245214,0.429,0.188373,0.201335,23.59562,31.057757
settings_five,synthetic_batch_233.out,0.137812,5.846231,1.139516,0.131807,0.313474,0.234982,0.241251,0.162213,0.192058,22.25157,30.650914
settings_five,synthetic_batch_234.out,0.137893,4.238396,1.138301,0.132738,0.305244,0.237178,0.236362,0.268683,0.203974,22.920404,29.819173
settings_five,synthetic_batch_235.out,0.13653,4.748712,1.114798,0.130882,0.286554,0.232355,0.239224,0.208073,0.20647,24.519363,31.822961
settings_five,synthetic_batch_236.out,0.136147,5.179183,1.108589,0.130418,0.289344,0.232915,0.251968,0.253321,0.225102,28.511304,36.318291
settings_five,synthetic_batch_237.out,0.130508,4.793685,1.119081,0.131219,0.314807,0.235275,0.241434,0.206601,0.221269,23.866834,31.260713000000003
settings_five,synthetic_batch_238.out,0.135248,4.947434,1.122968,0.133505,0.301907,0.232703,0.231737,0.195558,0.190459,23.727028,31.218547
settings_five,synthetic_batch_239.out,0.133811,4.90775,1.126217,0.132956,0.303585,0.233023,0.235131,0.257457,0.202616,23.200121,30.732667
settings_five,synthetic_batch_240.out,0.137365,5.139223,1.112191,0.132427,0.287281,0.237907,0.242433,0.219075,0.189493,22.766607,30.464002
settings_five,synthetic_batch_241.out,0.121546,5.006225,1.10918,0.130702,0.322703,0.231515,0.256425,0.167688,0.198986,24.582499,32.127469
settings_five,synthetic_batch_242.out,0.122005,4.585583,1.129197,0.132188,0.29435,0.235116,0.28755,0.200877,0.182016,23.753871,30.922753
settings_five,synthetic_batch_243.out,0.127029,4.341929,1.126017,0.133204,0.310703,0.237461,0.237957,0.255091,0.187423,22.258606,29.21542
settings_five,synthetic_batch_244.out,0.120483,5.607802,1.148476,0.133036,,,,,,,7.009797000000001
settings_five,synthetic_batch_245.out,0.121434,4.848907,1.121165,0.131987,0.281984,0.231432,0.230975,0.170533,0.182917,23.945781,31.267115
settings_five,synthetic_batch_246.out,0.119632,4.710312,1.130051,0.132586,0.282358,0.23468,0.230103,0.182561,0.208094,24.286444,31.516821
settings_five,synthetic_batch_247.out,0.119145,5.160228,1.136215,0.134199,0.304978,0.233863,0.230925,0.202861,0.207849,24.030077,31.76034
settings_five,synthetic_batch_248.out,0.128853,5.431755,1.148095,0.131382,,,,,,,6.840085
settings_five,synthetic_batch_249.out,0.148303,4.707232,1.124992,0.134419,0.261352,0.233754,0.237087,0.184699,0.208952,24.292365,31.533155
settings_five,synthetic_batch_250.out,0.150071,4.660992,1.129792,0.133823,0.300875,0.232403,0.234072,0.242586,0.187225,23.154839,30.426678
settings_five,synthetic_batch_251.out,0.139943,4.863751,1.110491,0.136032,0.287712,0.231325,0.257524,0.301704,0.195485,23.768935,31.292901999999998
settings_five,synthetic_batch_252.out,0.133986,4.667258,1.134269,0.132839,0.28462,0.237471,0.254374,0.26995,0.195084,21.717582,29.027433000000002
settings_five,synthetic_batch_253.out,0.120869,4.727176,1.120952,0.13067,0.288338,0.236275,0.253095,0.164427,0.205015,24.053687,31.300504
settings_five,synthetic_batch_254.out,0.120734,5.258811,1.118226,0.130935,0.284545,0.232804,0.233,0.190391,0.208191,24.089755,31.867392
settings_five,synthetic_batch_255.out,0.122597,5.437727,1.161663,0.130876,0.276519,0.234463,0.231084,0.233969,0.204712,23.076593,31.110203
settings_five,synthetic_batch_256.out,0.123295,4.691153,1.153518,0.14126,0.291409,0.242161,0.244969,0.187273,0.210717,22.341005,29.626759999999997
settings_five,synthetic_batch_257.out,0.120689,5.17019,1.122353,0.132759,0.294999,0.235448,0.241709,0.183424,0.214016,22.032811,29.748397999999998
settings_five,synthetic_batch_258.out,0.119044,5.075368,1.1277,0.135599,0.319198,0.233587,0.247886,0.240319,0.228788,22.159228,29.886716999999997
settings_five,synthetic_batch_259.out,0.120089,4.502433,1.132147,0.131021,0.299193,0.239572,0.260382,0.188606,0.219615,22.997175,30.090232999999998
settings_five,synthetic_batch_260.out,0.123255,4.966429,1.170323,0.130861,0.312426,0.232718,0.239058,0.237321,0.206911,24.418005,32.037307
settings_five,synthetic_batch_261.out,0.12024,4.988057,1.112405,0.131113,0.30556,0.233774,0.237209,0.217283,0.225544,22.468216,30.039401
settings_five,synthetic_batch_262.out,0.119978,5.14482,1.13583,0.132804,0.312874,0.23826,0.24289,0.198013,0.239322,23.165032,30.929823
settings_five,synthetic_batch_263.out,0.120601,5.022795,1.121352,0.133266,0.305482,0.241184,0.24758,0.211766,0.221084,22.983275,30.608385
settings_five,synthetic_batch_264.out,0.119891,5.543832,1.108106,0.134058,0.299902,0.249688,0.233668,0.151825,0.207946,22.287378,30.336294000000002
settings_five,synthetic_batch_265.out,0.120242,4.399662,1.116342,0.131122,0.312272,0.235405,0.242999,0.260444,0.205142,24.152508,31.176138
settings_five,synthetic_batch_266.out,0.123365,5.068478,1.156221,0.1304,0.289744,0.241358,0.238563,0.196883,0.231054,22.722056,30.398122
settings_five,synthetic_batch_267.out,0.126064,4.42349,1.120525,0.139934,0.282368,0.234756,0.390871,0.177508,0.223205,23.62226,30.740981
settings_five,synthetic_batch_268.out,0.120924,4.568774,1.131929,0.138138,0.29483,0.231667,0.263573,0.198038,0.210739,23.528338,30.686950000000003
settings_five,synthetic_batch_269.out,0.120358,5.134135,1.131605,0.135438,0.277817,0.23644,0.238906,0.170457,0.234885,23.061954,30.741995
settings_five,synthetic_batch_270.out,0.121525,4.492692,1.127259,0.133856,0.304639,0.233767,0.242672,0.271129,0.210636,23.169333,30.307508000000002
settings_five,synthetic_batch_271.out,0.118947,4.83088,1.123619,0.131368,0.262506,0.230782,0.233666,0.203259,0.256387,22.38912,29.780534
settings_five,synthetic_batch_272.out,0.12079,4.634212,1.150629,0.131322,0.303502,0.230712,0.235797,0.155972,0.220106,27.7121,34.895142
settings_five,synthetic_batch_273.out,0.123701,4.819075,1.121178,0.133099,0.305031,0.235393,0.232035,0.271862,0.361296,23.284041,30.886711
settings_five,synthetic_batch_274.out,0.121593,5.412991,1.135468,0.131655,0.286019,0.231657,0.232759,0.226386,0.214612,23.138038,31.131178000000002
settings_five,synthetic_batch_275.out,0.119842,4.637732,1.126227,0.157581,0.295925,0.233776,0.23677,0.183405,0.331976,29.156167,36.479401
settings_five,synthetic_batch_276.out,0.129978,4.452156,1.143156,0.135516,0.296879,0.232922,0.247269,0.280864,0.211179,21.470579,28.600498
settings_five,synthetic_batch_277.out,0.121066,4.807597,1.138886,0.131227,0.261632,0.23804,0.24808,0.280878,0.184018,23.487687,30.899111
settings_five,synthetic_batch_278.out,0.120473,4.395069,1.155342,0.131425,0.315583,0.241543,0.319365,0.238744,0.184252,23.816744,30.91854
settings_five,synthetic_batch_279.out,0.119735,4.413465,1.117218,0.130637,0.301526,0.237334,0.257732,0.157117,0.22713,22.899159,29.861053000000002
settings_five,synthetic_batch_280.out,0.122285,4.95787,1.128654,0.130821,0.289933,0.294699,0.240178,0.19144,0.25874,23.453155,31.067774999999997
settings_five,synthetic_batch_281.out,0.12229,4.921978,1.123837,0.135427,0.294414,0.235208,0.234201,0.216788,0.201755,24.534728,32.020626
settings_five,synthetic_batch_282.out,0.121196,4.790519,1.117354,0.132605,0.316105,0.230184,0.237029,0.188351,0.194584,23.658028,30.985955
settings_five,synthetic_batch_283.out,0.122448,5.365685,1.115492,0.130563,0.300701,0.234387,0.277068,0.208731,0.185835,23.086559,31.027469000000004
settings_five,synthetic_batch_284.out,0.125248,4.978311,1.124729,0.132022,0.28171,0.234441,0.385163,0.251631,0.190948,23.312554,31.016757
settings_five,synthetic_batch_285.out,0.121801,4.510824,1.128303,0.131315,0.310318,0.238283,0.24771,0.169617,0.186643,23.848074,30.892888
settings_five,synthetic_batch_286.out,0.121765,5.153064,1.118448,0.13381,0.292233,0.235835,0.286399,0.253295,0.191412,24.371165,32.157426
settings_five,synthetic_batch_287.out,0.120087,4.606979,1.111497,0.13007,0.279499,0.238012,0.240151,0.174208,0.20307,24.099155,31.202728
settings_five,synthetic_batch_288.out,0.119463,4.66432,1.123655,0.136687,0.300685,0.233298,0.238791,0.163047,0.199841,22.95683,30.136617
settings_five,synthetic_batch_289.out,0.119263,4.872628,1.129204,0.134301,0.286076,0.244703,0.236642,0.215511,0.188805,23.888281,31.315414
settings_five,synthetic_batch_290.out,0.118693,5.201964,1.128972,0.130752,0.293996,0.231863,0.239213,0.154585,0.191013,24.662347,32.353398
settings_five,synthetic_batch_291.out,0.121678,5.043717,1.116189,0.132854,0.303772,0.230074,0.23876,0.176893,0.18936,22.027151,29.580448
settings_five,synthetic_batch_292.out,0.12693,5.452857,1.113161,0.130969,,,,,,,6.823917
settings_five,synthetic_batch_293.out,0.120403,4.616525,1.119964,0.130941,0.283576,0.235395,0.23982,0.215245,0.186078,60.077626,67.225573
settings_five,synthetic_batch_294.out,0.120484,4.38359,1.129735,0.12975,0.282857,0.236296,0.233321,0.219702,0.182584,43.394055,50.312374000000005
settings_five,synthetic_batch_295.out,0.120147,5.290991,1.139155,0.130709,0.299462,0.230882,0.235591,0.216124,0.182018,28.816363,36.661442
settings_five,synthetic_batch_296.out,0.120437,5.304232,1.128658,0.132193,,,,,,,6.6855199999999995
settings_five,synthetic_batch_297.out,0.119715,5.870455,1.11588,0.129662,0.280067,0.235338,0.249858,0.186337,0.184446,28.158554,36.530311999999995
settings_five,synthetic_batch_298.out,0.123911,5.038011,1.121225,0.129437,0.339689,0.232926,0.27754,0.158491,0.18097,26.411876,34.014076
settings_five,synthetic_batch_299.out,0.124923,4.833895,1.130321,0.132432,0.31129,0.233806,0.271576,0.183181,0.185456,27.473835,34.880715
settings_five,synthetic_batch_300.out,0.120205,4.441713,1.140957,0.131571,0.289918,0.232086,0.318767,0.216429,0.186889,26.141828,33.220363
settings_five,synthetic_batch_301.out,0.121233,5.312902,1.170166,0.130202,0.290657,0.231209,0.434323,0.182892,0.192356,24.997272,33.063212
settings_five,synthetic_batch_302.out,0.119045,5.470699,1.12618,0.129958,0.31248,0.235729,0.249652,0.176776,0.190198,26.930325,34.941041999999996
settings_five,synthetic_batch_303.out,0.117996,4.766812,1.130015,0.13674,0.278554,0.244829,0.271951,0.262411,0.198043,27.170305,34.577656
settings_five,synthetic_batch_304.out,0.124271,4.807872,1.107276,0.137798,0.289968,0.232977,0.245556,0.299308,0.187733,25.313794,32.746553
settings_five,synthetic_batch_305.out,0.120918,4.64602,1.130503,0.134019,0.298876,0.234936,0.23384,0.26103,0.189427,24.000957,31.250526
settings_five,synthetic_batch_306.out,0.120063,5.384502,1.132277,0.132863,0.320264,0.23623,0.231955,0.229036,0.188409,27.842134,35.817733000000004
settings_five,synthetic_batch_307.out,0.122119,4.956412,1.114343,0.131365,0.286201,0.23892,0.242867,0.18182,0.193156,25.580284,33.047487
settings_five,synthetic_batch_308.out,0.120574,4.836754,1.135358,0.130097,0.287921,0.234279,0.230782,0.199932,0.195078,28.175658,35.546433
settings_five,synthetic_batch_309.out,0.12142,6.014417,1.126851,0.131601,0.331684,0.231748,0.238472,0.215289,0.187771,25.465726,34.064979
settings_five,synthetic_batch_310.out,0.120952,5.025774,1.129691,0.130267,0.302767,0.231436,0.243362,0.183122,0.184316,27.690539,35.242226
settings_five,synthetic_batch_311.out,0.124352,5.249027,1.124468,0.136977,0.288326,0.237975,0.345949,0.205334,0.191599,25.107757,33.011764
settings_five,synthetic_batch_312.out,0.156235,5.130882,1.11191,0.129473,0.278533,0.233212,0.296193,0.199988,0.18867,25.526109,33.251205
settings_five,synthetic_batch_313.out,0.123926,4.605737,1.11308,0.138249,0.297187,0.232166,0.271329,0.236722,0.191948,26.268077,33.478421000000004
settings_five,synthetic_batch_314.out,0.123394,5.352423,1.118123,0.130274,0.298343,0.229808,0.258378,0.235048,0.220692,24.599407,32.565889999999996
settings_five,synthetic_batch_315.out,0.123783,4.912664,1.105474,0.130758,0.306109,0.233873,0.267174,0.173334,0.199756,25.836581,33.289506
settings_five,synthetic_batch_316.out,0.122477,4.328402,1.125769,0.13044,0.313445,0.231017,0.260142,0.174609,0.391975,25.165973,32.244249
settings_five,synthetic_batch_317.out,0.120996,5.070931,1.122379,0.131361,0.294475,0.23095,0.253051,0.193001,0.554569,31.775563,39.747276
settings_five,synthetic_batch_318.out,0.126712,4.743949,1.113372,0.133215,0.301337,0.231123,0.245152,0.177484,0.633218,25.680317,33.385879
settings_five,synthetic_batch_319.out,0.126809,4.705674,1.146439,0.132283,0.306158,0.232863,0.25382,0.204074,0.304854,22.341008,29.753981999999997
settings_five,synthetic_batch_320.out,0.121893,5.173361,1.136007,0.130105,0.27598,0.235733,0.250034,0.245606,0.190525,22.95573,30.714973999999998
settings_five,synthetic_batch_321.out,0.122113,4.500445,1.126136,0.131342,0.298855,0.231481,0.24404,0.201911,0.197081,22.380269,29.433673
settings_five,synthetic_batch_322.out,0.128017,4.784042,1.118154,0.133396,0.311621,0.234277,0.248845,0.253964,0.202411,22.782742,30.197468999999998
settings_five,synthetic_batch_323.out,0.120909,4.653422,1.122644,0.132085,0.25963,0.231718,0.243723,0.240526,0.204718,23.952059,31.161434
settings_five,synthetic_batch_324.out,0.12443,4.588001,1.108974,0.130862,,,,,,,5.952267000000001
settings_five,synthetic_batch_325.out,0.123745,5.355232,1.146481,0.134735,0.296307,0.246614,0.240347,0.185123,0.201871,22.512814,30.443269
settings_five,synthetic_batch_326.out,0.124098,4.617312,1.118372,0.135025,0.307734,0.237981,0.247357,0.272876,0.194057,24.638447,31.893259
settings_five,synthetic_batch_327.out,0.12968,4.28037,1.129874,0.132717,0.303316,0.232967,0.249028,0.277473,0.184063,24.605825,31.525312999999997
settings_five,synthetic_batch_328.out,0.125415,4.604873,1.147448,0.130233,0.308985,0.233412,0.241114,0.28448,0.185306,22.630523,29.891789000000003
settings_five,synthetic_batch_329.out,0.122003,4.626024,1.12873,0.130035,0.2924,0.234818,0.234483,0.229841,0.183628,22.176479,29.358441
settings_five,synthetic_batch_330.out,0.120035,5.390095,1.130901,0.130436,0.302814,0.232493,0.23192,0.205585,0.185814,23.552965,31.483058
settings_five,synthetic_batch_331.out,0.12024,5.525096,1.126281,0.140796,0.308856,0.234818,0.235124,0.186338,0.185124,24.375785,32.438458
settings_five,synthetic_batch_332.out,0.121112,5.407195,1.117853,0.130046,,,,,,,6.776206
settings_five,synthetic_batch_333.out,0.141157,4.735119,1.116434,0.134483,0.284825,0.232277,0.237625,0.207381,0.185787,23.208145,30.483233
settings_five,synthetic_batch_334.out,0.203356,6.085117,1.11437,0.135691,0.287111,0.238235,0.234196,0.151021,0.189567,23.60035,32.239014
settings_five,synthetic_batch_335.out,0.155394,6.440645,1.120628,0.130149,0.290395,0.232712,0.252759,0.214343,0.186867,23.481553,32.505445
settings_five,synthetic_batch_336.out,0.205591,4.388863,1.119409,0.130356,0.296875,0.231733,0.24234,0.16269,0.185479,22.755778,29.719113999999998
settings_five,synthetic_batch_337.out,0.129587,5.277701,1.115201,0.131349,0.313522,0.230655,0.235164,0.161551,0.184701,24.218979,31.99841
settings_five,synthetic_batch_338.out,0.132339,4.849524,1.126626,0.131663,0.292063,0.232272,0.234314,0.139033,0.185043,22.64032,29.963197
settings_five,synthetic_batch_339.out,0.125499,4.239858,1.120733,0.129839,0.299354,0.235972,0.236055,0.23277,0.195906,23.498235,30.314221
settings_five,synthetic_batch_340.out,0.130244,5.044265,1.123258,0.131481,0.278759,0.23563,0.289275,0.166528,0.185541,22.190779,29.77576
settings_five,synthetic_batch_341.out,0.123322,4.792311,1.146275,0.134936,0.28938,0.232685,0.275589,0.151498,0.181735,23.324283,30.652014
settings_five,synthetic_batch_342.out,0.121034,5.715793,1.13417,0.135266,0.292548,0.236609,0.259333,0.208055,0.181224,23.292413,31.576445
settings_five,synthetic_batch_343.out,0.133857,5.18037,1.113868,0.134273,0.299542,0.244599,0.270595,0.230967,0.194545,20.638835,28.441451
settings_five,synthetic_batch_344.out,0.120661,5.028894,1.130831,0.130453,0.278678,0.237979,0.292282,0.193629,0.18843,23.099932,30.701769
settings_five,synthetic_batch_345.out,0.124865,5.045191,1.124566,0.13093,0.305456,0.238812,0.274752,0.173481,0.193434,22.782605,30.394092
settings_five,synthetic_batch_346.out,0.125125,5.272746,1.138084,0.130981,0.312047,0.23157,0.256144,0.252273,0.189291,23.962529,31.87079
settings_five,synthetic_batch_347.out,0.123132,5.100208,1.115661,0.131858,0.313627,0.254093,0.251133,0.17289,0.186694,23.748065,31.397361
settings_five,synthetic_batch_348.out,0.132809,4.306831,1.11805,0.132321,0.303363,0.252064,0.261425,0.18269,0.186336,23.062845,29.938734
settings_five,synthetic_batch_349.out,0.126678,5.253282,1.117369,0.133631,0.290155,0.23653,0.273201,0.158472,0.192874,21.357824,29.140016000000003
settings_five,synthetic_batch_350.out,0.127684,5.13811,1.120204,0.131313,0.29701,0.23259,0.240493,0.203018,0.185359,23.498991,31.174772
settings_five,synthetic_batch_351.out,0.126646,6.367778,1.124235,0.130562,0.307782,0.236816,0.238609,0.215897,0.181839,23.310564,32.240728000000004
settings_five,synthetic_batch_352.out,0.133203,4.851606,1.124391,0.133601,0.294902,0.232987,0.239436,0.210705,0.191822,23.790506,31.203159
settings_five,synthetic_batch_353.out,0.129483,4.670029,1.125179,0.129703,0.34496,0.237654,0.241077,0.215357,0.202695,24.118079,31.414216000000003
settings_five,synthetic_batch_354.out,0.129002,4.602004,1.157429,0.131929,0.314175,0.235036,0.248903,0.217898,0.194644,23.011504,30.242524
settings_five,synthetic_batch_355.out,0.144967,5.391422,1.137514,0.131996,0.306393,0.233671,0.373226,0.283146,0.184253,23.165754,31.352342
settings_five,synthetic_batch_356.out,0.127691,4.751938,1.146517,0.130627,0.305515,0.228514,0.26591,0.275015,0.181584,23.581917,30.995228
settings_five,synthetic_batch_357.out,0.1271,4.834767,1.125998,0.137738,0.296743,0.236556,0.264276,0.246799,0.181661,22.533583,29.985221
settings_five,synthetic_batch_358.out,0.129738,5.351572,1.132394,0.132011,0.339186,0.337995,0.588981,0.211082,0.181142,24.617059,33.02116
settings_five,synthetic_batch_359.out,0.128642,5.11915,1.130802,0.131329,0.287679,0.239637,0.379821,0.142641,0.182449,23.469222,31.211371999999997
settings_five,synthetic_batch_360.out,0.125648,4.819392,1.115937,0.132576,0.286901,0.233746,0.280522,0.137098,0.186766,25.747542,33.066128
settings_five,synthetic_batch_361.out,0.147995,4.94842,1.120781,0.131452,0.285605,0.237881,0.238024,0.216508,0.185952,22.905316,30.417934
settings_five,synthetic_batch_362.out,0.127956,4.336236,1.114038,0.132177,0.338989,0.239121,0.230452,0.212476,0.18178,21.641526,28.554751
settings_five,synthetic_batch_363.out,0.124896,4.963112,1.120519,0.132718,0.276643,0.230318,0.230835,0.172491,0.181148,21.055353,28.488033
settings_five,synthetic_batch_364.out,0.129054,5.018328,1.122137,0.133272,,,,,,,6.402791000000001
settings_five,synthetic_batch_365.out,0.126576,4.56915,1.109977,0.134784,0.290641,0.232104,0.229798,0.201054,0.180088,23.63679,30.710962000000002
settings_five,synthetic_batch_366.out,0.125775,4.915323,1.112845,0.133849,0.291038,0.233786,0.23274,0.190939,0.190658,21.783214,29.210167
settings_five,synthetic_batch_367.out,0.132255,5.362556,1.143056,0.132486,0.31347,0.235558,0.231464,0.233535,0.182228,23.250254,31.216862000000003
settings_five,synthetic_batch_368.out,0.132944,4.417911,1.117245,0.134427,0.311713,0.236902,0.233543,0.257524,0.187049,22.393289,29.422547
settings_five,synthetic_batch_369.out,0.131777,4.775897,1.106014,0.13147,0.290709,0.246769,0.239462,0.175454,0.180898,22.241956,29.520405999999998
settings_five,synthetic_batch_370.out,0.127497,4.889467,1.113816,0.141702,0.286581,0.257893,0.276474,0.190096,0.267866,23.041328,30.59272
settings_five,synthetic_batch_371.out,0.128468,5.843144,1.104875,0.136751,0.338395,0.279023,0.241758,0.199801,0.191575,22.347807,30.811597
settings_five,synthetic_batch_372.out,0.127601,4.917325,1.11401,0.143689,0.318348,0.269922,0.22974,0.20135,0.185203,23.405107,30.912295
settings_five,synthetic_batch_373.out,0.126853,4.58157,1.123406,0.136291,0.304737,0.268224,0.232357,0.279035,0.183169,23.208242,30.443883999999997
settings_five,synthetic_batch_374.out,0.126403,4.921286,1.122262,0.138168,0.310135,0.229659,0.234499,0.20573,0.182859,25.763157,33.234158
settings_five,synthetic_batch_375.out,0.13312,5.124029,1.119966,0.13603,0.356518,0.234869,0.237952,0.218552,0.181605,24.278792,32.021433
settings_five,synthetic_batch_376.out,0.126289,4.275424,1.156768,0.130033,0.36017,0.231503,0.237891,0.167918,0.183073,21.252011,28.12108
settings_five,synthetic_batch_377.out,0.12595,4.548158,1.118644,0.129961,0.35281,0.243229,0.242255,0.20126,0.186583,24.640128,31.788978
settings_five,synthetic_batch_378.out,0.123008,4.610042,1.152163,0.132526,0.349868,0.276303,0.230936,0.201448,0.183639,23.625688,30.885621
settings_five,synthetic_batch_379.out,0.135156,4.492029,1.126338,0.145685,0.333012,0.253765,0.255925,0.236883,0.180977,22.780797,29.940567
settings_five,synthetic_batch_380.out,0.126445,5.256556,1.109478,0.144812,0.366365,0.230169,0.23444,0.254868,0.194125,23.978714,31.895972
